no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
1,1,Aguacate ,Persea americana Mill.,7.5,35,25,8,50.266,95.438,47.719
2,1,Aguacate ,Persea americana Mill.,9,30,20,6,28.274,73.296,36.648
3,1,Aguacate ,Persea americana Mill.,1.5,6,4.5,1.8,2.545,0.618,0.309
4,1,Aguacate ,Persea americana Mill.,2.8,9,6.5,2.5,4.909,2.409,1.204
5,1,Aguacate ,Persea americana Mill.,3.9,12,8,3.2,8.042,5.082,2.541
6,1,Aguacate ,Persea americana Mill.,6,16,12,5,19.635,17.591,8.796
7,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,30,45,37,10,78.54,597.298,298.649
8,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,12.5,22.3,18.7,4.5,15.904,64.645,32.322
9,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,15.2,25.1,20.4,5.2,21.237,92.446,46.223
10,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,10.8,19.5,16.3,3.8,11.341,43.275,21.638
11,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,18,28.7,22.1,5.9,27.34,127.595,63.798
12,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,14.3,24,19.8,4.9,18.857,82.208,41.104
13,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,11.6,21.2,17.5,4.2,13.854,53.002,26.501
14,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,16.7,26.3,21,5.5,23.758,107.245,53.622
15,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,13.9,23.4,19.1,4.7,17.349,74.595,37.297
16,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,17.5,27.5,21.8,5.8,26.421,120.82,60.41
17,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,12,20.8,17,4,12.566,51.799,25.9
18,1,Aguardientillo,Cordia alliodora (Ruiz & Pav.) Oken,19.2,30,23.5,6.2,30.191,153.497,76.749
19,1,Anona colorada,Annona reticulata L.,3.5,12,8.5,3,7.069,31.437,15.718
20,1,Anona colorada,Annona reticulata L.,6.2,18,12,4.5,15.904,72.246,36.123
21,1,Anona colorada,Annona reticulata L.,9,25,20,6.2,30.191,247.82,123.91
22,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
23,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
24,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
25,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
26,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
27,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
28,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
29,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
30,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
31,1,Cacao,Theobroma cacao L.,1.2,4.5,3.2,1.5,1.767,4.841,2.421
32,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
33,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
34,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
35,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
36,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
37,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
38,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
39,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
40,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
41,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
42,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
43,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
44,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
45,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
46,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
47,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
48,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
49,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
50,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
51,1,Cacao,Theobroma cacao L.,1.7,5.3,4,1.9,2.835,6.839,3.42
52,1,Cacao,Theobroma cacao L.,3.4,9,6.9,3.6,10.179,20.927,10.464
53,1,Cacao,Theobroma cacao L.,4.5,13,9.8,4.8,18.096,45.499,22.749
54,1,Cacao,Theobroma cacao L.,4.8,14,10.5,5,19.635,53.208,26.604
55,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
56,1,Cacao,Theobroma cacao L.,5.2,15,11.5,5.3,22.062,61.554,30.777
57,1,Cacao,Theobroma cacao L.,5.4,15.5,12,5.5,23.758,65.968,32.984
58,1,Cacao,Theobroma cacao L.,5.6,16,12.5,5.7,25.518,70.543,35.271
59,1,Cacao,Theobroma cacao L.,5.8,16.5,13,5.8,26.421,75.28,37.64
60,1,Cacao,Theobroma cacao L.,6,17,13.5,6,28.274,80.179,40.089
61,1,Cacao,Theobroma cacao L.,6.2,17.5,14,6.2,30.191,85.241,42.62
62,1,Cacao,Theobroma cacao L.,6.4,18,14.2,6.3,31.173,90.466,45.233
63,1,Cacao,Theobroma cacao L.,6.6,18.2,14.4,6.4,32.17,92.602,46.301
64,1,Cacao,Theobroma cacao L.,6.8,18.5,14.6,6.5,33.183,95.856,47.928
65,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
66,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
67,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
68,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
69,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
70,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
71,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
72,1,Cacao,Theobroma cacao L.,5,14.5,12,5.2,21.237,57.301,28.65
73,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
74,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
75,1,Cacao,Theobroma cacao L.,5,14.5,9,5.2,21.237,57.301,28.65
76,1,Cacao,Theobroma cacao L.,5,14.5,11,5.2,21.237,57.301,28.65
77,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
78,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
79,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
80,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
81,1,Cacao,Theobroma cacao L.,7,18.8,14.8,6.6,34.212,99.168,49.584
82,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
83,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
84,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
85,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
86,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
87,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
88,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
89,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
90,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
91,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
92,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
93,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
94,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
95,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
96,1,Cacao tigre,Theobroma cacao L. var. tigre,1.7,5.3,4,1.9,2.835,6.839,3.42
97,1,Cacao tigre,Theobroma cacao L. var. tigre,3.4,9,6.9,3.6,10.179,20.927,10.464
98,1,Cacao tigre,Theobroma cacao L. var. tigre,4.5,13,9.8,4.8,18.096,45.499,22.749
99,1,Cacao tigre,Theobroma cacao L. var. tigre,4.8,14,10.5,5,19.635,53.208,26.604
100,1,Cacao tigre,Theobroma cacao L. var. tigre,5,14.5,11,5.2,21.237,57.301,28.65
101,1,Cacao tigre,Theobroma cacao L. var. tigre,5.2,15,11.5,5.3,22.062,61.554,30.777
102,1,Cacao tigre,Theobroma cacao L. var. tigre,5.4,15.5,12,5.5,23.758,65.968,32.984
103,1,Cacao tigre,Theobroma cacao L. var. tigre,5.6,16,12.5,5.7,25.518,70.543,35.271
104,1,Cacao tigre,Theobroma cacao L. var. tigre,5.8,16.5,13,5.8,26.421,75.28,37.64
105,1,Cacao tigre,Theobroma cacao L. var. tigre,6,17,13.5,5.9,27.34,80.179,40.089
106,1,Cacao tigre,Theobroma cacao L. var. tigre,6.2,17.5,14,6,28.274,85.241,42.62
107,1,Cacao tigre,Theobroma cacao L. var. tigre,6.4,18,14.5,6.1,29.225,90.466,45.233
108,1,Cacao tigre,Theobroma cacao L. var. tigre,6.6,18.5,15,6.2,30.191,95.856,47.928
109,1,Café caturra,Coffea arabica L. cv. Caturra,2.08,9.95,4.34,1.91,2.865,5.812,2.906
110,1,Café caturra,Coffea arabica L. cv. Caturra,1.61,6.07,5.26,1.75,2.405,8.642,4.321
111,1,Café caturra,Coffea arabica L. cv. Caturra,1.11,9.03,4.59,1.89,2.806,6.524,3.262
112,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,9.25,5.48,1.82,2.602,9.404,4.702
113,1,Café caturra,Coffea arabica L. cv. Caturra,1.57,7.97,3.49,1.83,2.63,3.707,1.853
114,1,Café caturra,Coffea arabica L. cv. Caturra,2.22,10.16,6.63,1.81,2.573,13.933,6.967
115,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,11.54,3.47,1.9,2.835,3.663,1.831
116,1,Café caturra,Coffea arabica L. cv. Caturra,1.79,11.48,8.6,1.92,2.895,23.834,11.917
117,1,Café caturra,Coffea arabica L. cv. Caturra,1.93,8.16,4.64,1.73,2.351,6.671,3.336
118,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,5.79,3.79,1.71,2.297,4.394,2.197
119,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,11.89,9.16,1.78,2.488,27.148,13.574
120,1,Café caturra,Coffea arabica L. cv. Caturra,1.55,10.87,7.56,2.07,3.365,18.268,9.134
121,1,Café caturra,Coffea arabica L. cv. Caturra,2.22,5.87,3.87,2.08,3.398,4.588,2.294
122,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,11.45,5.27,1.81,2.573,8.676,4.338
123,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,11.09,5.33,1.99,3.11,8.881,4.441
124,1,Café caturra,Coffea arabica L. cv. Caturra,2.16,8.63,7.69,1.93,2.926,18.922,9.461
125,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,9.14,7.14,2.05,3.301,16.236,8.118
126,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,7.79,5.79,1.77,2.461,10.535,5.268
127,1,Café caturra,Coffea arabica L. cv. Caturra,1.53,5.38,3.38,1.81,2.573,3.47,1.735
128,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,7.35,5.35,2.02,3.205,8.95,4.475
129,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,10.62,6.26,1.68,2.217,12.376,6.188
130,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,5.03,3.42,1.87,2.746,3.555,1.777
131,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,7.33,6.94,1.9,2.835,15.311,7.656
132,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,7.79,5.79,1.87,2.746,10.535,5.268
133,1,Café caturra,Coffea arabica L. cv. Caturra,2.01,8.76,4.23,1.9,2.835,5.512,2.756
134,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,11.44,7.83,2,3.142,19.64,9.82
135,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,7.42,4.41,1.77,2.461,6.007,3.004
136,1,Café caturra,Coffea arabica L. cv. Caturra,2.21,7.43,6.75,2.08,3.398,14.459,7.229
137,1,Café caturra,Coffea arabica L. cv. Caturra,2.32,10.16,3.68,1.73,2.351,4.135,2.068
138,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,8.17,6.15,1.89,2.806,11.932,5.966
139,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,6.57,4.57,1.98,3.079,6.465,3.233
140,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,8.17,5.43,1.69,2.243,9.228,4.614
141,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,5.99,3.99,1.87,2.746,4.886,2.443
142,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,6.23,4.23,1.89,2.806,5.512,2.756
143,1,Café caturra,Coffea arabica L. cv. Caturra,2.32,8.49,6.49,1.91,2.865,13.333,6.666
144,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,7.93,4.64,2.01,3.173,6.671,3.336
145,1,Café caturra,Coffea arabica L. cv. Caturra,2.21,11.4,5.8,1.81,2.573,10.573,5.286
146,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,7.54,4.07,1.79,2.517,5.09,2.545
147,1,Café caturra,Coffea arabica L. cv. Caturra,1.79,9.06,7.06,1.83,2.63,15.862,7.931
148,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,9.43,7.43,2.09,3.431,17.626,8.813
149,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,5.09,3.09,1.73,2.351,2.883,1.442
150,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,9.64,8.89,1.97,3.048,25.522,12.761
151,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,6.25,4.25,2.01,3.173,5.566,2.783
152,1,Café caturra,Coffea arabica L. cv. Caturra,1.34,11.73,7.37,1.73,2.351,17.333,8.667
153,1,Café caturra,Coffea arabica L. cv. Caturra,1.57,6.04,3.62,1.71,2.297,3.997,1.999
154,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,7.9,5.9,2.05,3.301,10.953,5.476
155,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,5.6,3.89,1.74,2.378,4.637,2.318
156,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,11.98,8.78,1.9,2.835,24.875,12.437
157,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,8.52,6.52,2.06,3.333,13.46,6.73
158,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,9.17,7.96,1.79,2.517,20.319,10.159
159,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,5.47,3.25,1.81,2.573,3.2,1.6
160,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,10.25,5.12,1.84,2.659,8.174,4.087
161,1,Café caturra,Coffea arabica L. cv. Caturra,2.18,6.47,4.84,2.05,3.301,7.278,3.639
162,1,Café caturra,Coffea arabica L. cv. Caturra,1.49,11.29,5.52,2.02,3.205,9.547,4.773
163,1,Café caturra,Coffea arabica L. cv. Caturra,2.09,6.44,3.61,2.08,3.398,3.974,1.987
164,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,6.33,4.33,2.05,3.301,5.784,2.892
165,1,Café caturra,Coffea arabica L. cv. Caturra,2.14,5.26,3.26,1.96,3.017,3.22,1.61
166,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,8.3,5.14,1.97,3.048,8.24,4.12
167,1,Café caturra,Coffea arabica L. cv. Caturra,1.41,8.95,5.78,2.05,3.301,10.498,5.249
168,1,Café caturra,Coffea arabica L. cv. Caturra,1.39,5.46,3.46,1.95,2.986,3.641,1.821
169,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,10.43,7.2,1.69,2.243,16.518,8.259
170,1,Café caturra,Coffea arabica L. cv. Caturra,1.53,8.17,6.61,1.81,2.573,13.847,6.923
171,1,Café caturra,Coffea arabica L. cv. Caturra,1.33,8.67,6.67,1.77,2.461,14.107,7.054
172,1,Café caturra,Coffea arabica L. cv. Caturra,1.94,8.09,6.48,1.71,2.297,13.291,6.645
173,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,7.81,5.81,1.7,2.27,10.611,5.305
174,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,8.92,6.92,1.91,2.865,15.22,7.61
175,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,6.09,4.46,2.1,3.464,6.148,3.074
176,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,6.27,4.27,1.84,2.659,5.62,2.81
177,1,Café caturra,Coffea arabica L. cv. Caturra,1.93,11.03,3.81,1.9,2.835,4.442,2.221
178,1,Café caturra,Coffea arabica L. cv. Caturra,2.22,11.62,8.72,2.08,3.398,24.525,12.263
179,1,Café caturra,Coffea arabica L. cv. Caturra,2.15,7.61,5.66,1.91,2.865,10.053,5.027
180,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,6.9,4.9,2.01,3.173,7.466,3.733
181,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,9.51,9.08,1.83,2.63,26.661,13.33
182,1,Café caturra,Coffea arabica L. cv. Caturra,1.48,7.86,5.86,1.86,2.717,10.8,5.4
183,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,5.18,3.18,2.05,3.301,3.059,1.53
184,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,6.09,5.13,1.95,2.986,8.207,4.104
185,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,10.01,3.57,2.01,3.173,3.884,1.942
186,1,Café caturra,Coffea arabica L. cv. Caturra,1.3,9.61,5.82,1.89,2.806,10.648,5.324
187,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,5.19,4.21,1.93,2.926,5.458,2.729
188,1,Café caturra,Coffea arabica L. cv. Caturra,1.19,6.55,4.55,1.88,2.776,6.407,3.204
189,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,6.62,5.42,1.76,2.433,9.193,4.597
190,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,9.7,7.7,1.95,2.986,18.973,9.486
191,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,5.14,3.14,1.9,2.835,2.98,1.49
192,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,5.73,3.73,1.89,2.806,4.252,2.126
193,1,Café caturra,Coffea arabica L. cv. Caturra,1.57,10.6,3.93,2.08,3.398,4.736,2.368
194,1,Café caturra,Coffea arabica L. cv. Caturra,2.2,6.25,4.25,1.75,2.405,5.566,2.783
195,1,Café caturra,Coffea arabica L. cv. Caturra,1.28,9.57,7.57,1.84,2.659,18.318,9.159
196,1,Café caturra,Coffea arabica L. cv. Caturra,1.64,6.67,4.67,1.92,2.895,6.761,3.38
197,1,Café caturra,Coffea arabica L. cv. Caturra,2.15,5.7,3.7,2.04,3.269,4.182,2.091
198,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,6.7,4.7,1.78,2.488,6.851,3.425
199,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,10.06,4.22,1.88,2.776,5.485,2.743
200,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,10.99,6.52,1.91,2.865,13.46,6.73
201,1,Café caturra,Coffea arabica L. cv. Caturra,1.9,10.81,5.79,1.94,2.956,10.535,5.268
202,1,Café caturra,Coffea arabica L. cv. Caturra,1.42,7.78,4.02,1.85,2.688,4.962,2.481
203,1,Café caturra,Coffea arabica L. cv. Caturra,1.36,9.68,5.57,1.78,2.488,9.726,4.863
204,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,6.43,3.48,1.81,2.573,3.685,1.842
205,1,Café caturra,Coffea arabica L. cv. Caturra,1.74,7.05,3.18,1.78,2.488,3.059,1.53
206,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,11.27,3.95,1.94,2.956,4.786,2.393
207,1,Café caturra,Coffea arabica L. cv. Caturra,2.26,5.09,3.09,1.91,2.865,2.883,1.442
208,1,Café caturra,Coffea arabica L. cv. Caturra,1.57,5.6,3.6,1.84,2.659,3.952,1.976
209,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,6.46,4.46,2.03,3.237,6.148,3.074
210,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,5.19,3.19,1.77,2.461,3.079,1.54
211,1,Café caturra,Coffea arabica L. cv. Caturra,1.42,6.27,5.18,1.74,2.378,8.373,4.186
212,1,Café caturra,Coffea arabica L. cv. Caturra,1.36,9.08,6.54,1.82,2.602,13.546,6.773
213,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,7.95,6.08,1.81,2.573,11.653,5.827
214,1,Café caturra,Coffea arabica L. cv. Caturra,1.64,11.25,3.74,1.84,2.659,4.275,2.138
215,1,Café caturra,Coffea arabica L. cv. Caturra,2.37,10.72,7.49,1.89,2.806,17.921,8.96
216,1,Café caturra,Coffea arabica L. cv. Caturra,1.64,7.39,4.51,1.91,2.865,6.291,3.146
217,1,Café caturra,Coffea arabica L. cv. Caturra,1.21,6.82,4.82,2.02,3.205,7.217,3.608
218,1,Café caturra,Coffea arabica L. cv. Caturra,1.7,7.66,5.66,2.07,3.365,10.053,5.027
219,1,Café caturra,Coffea arabica L. cv. Caturra,2.32,9.13,4.06,1.73,2.351,5.065,2.532
220,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,6.88,3.43,2.08,3.398,3.576,1.788
221,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,9.37,8.47,1.87,2.746,23.097,11.548
222,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,7.87,6.22,2.1,3.464,12.214,6.107
223,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,8.86,3.41,1.93,2.926,3.533,1.767
224,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,8.05,6.05,2.04,3.269,11.535,5.767
225,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,7.06,3.4,2.05,3.301,3.512,1.756
226,1,Café caturra,Coffea arabica L. cv. Caturra,2.03,11.64,7.87,1.75,2.405,19.847,9.924
227,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,10.35,9.89,1.85,2.688,31.802,15.901
228,1,Café caturra,Coffea arabica L. cv. Caturra,2.28,5.98,4.67,1.94,2.956,6.761,3.38
229,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,11.08,4,1.72,2.324,4.911,2.456
230,1,Café caturra,Coffea arabica L. cv. Caturra,2.35,8.41,3.85,1.82,2.602,4.539,2.269
231,1,Café caturra,Coffea arabica L. cv. Caturra,1.89,11.26,5.12,2.01,3.173,8.174,4.087
232,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,10.6,3.71,1.73,2.351,4.205,2.102
233,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,7.98,5.98,1.68,2.217,11.261,5.631
234,1,Café caturra,Coffea arabica L. cv. Caturra,1.87,5.16,3.44,2.06,3.333,3.598,1.799
235,1,Café caturra,Coffea arabica L. cv. Caturra,1.1,6.88,6.57,1.9,2.835,13.674,6.837
236,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,8.79,6.79,1.79,2.517,14.636,7.318
237,1,Café caturra,Coffea arabica L. cv. Caturra,2.11,9.43,8.7,1.75,2.405,24.409,12.205
238,1,Café caturra,Coffea arabica L. cv. Caturra,1.1,6.81,4.81,1.79,2.517,7.186,3.593
239,1,Café caturra,Coffea arabica L. cv. Caturra,1.66,5.98,5.14,1.93,2.926,8.24,4.12
240,1,Café caturra,Coffea arabica L. cv. Caturra,1.26,10.84,7.37,1.85,2.688,17.333,8.667
241,1,Café caturra,Coffea arabica L. cv. Caturra,2.12,11.89,6.69,1.87,2.746,14.195,7.097
242,1,Café caturra,Coffea arabica L. cv. Caturra,1.69,8.68,5.98,1.91,2.865,11.261,5.631
243,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,6.2,3.91,1.89,2.806,4.686,2.343
244,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,6.91,4.91,1.81,2.573,7.497,3.749
245,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,5.13,3.13,1.89,2.806,2.961,1.48
246,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,11.4,4.36,1.8,2.545,5.867,2.934
247,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,5.82,3.82,2.05,3.301,4.466,2.233
248,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,9.04,5.9,2.05,3.301,10.953,5.476
249,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,6.92,4.92,1.97,3.048,7.529,3.764
250,1,Café caturra,Coffea arabica L. cv. Caturra,1.55,8.88,8.14,1.79,2.517,21.278,10.639
251,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,9.56,8.39,1.91,2.865,22.649,11.324
252,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,10.81,3.08,1.87,2.746,2.864,1.432
253,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,6.44,5.91,1.82,2.602,10.991,5.495
254,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,5.08,3.08,2,3.142,2.864,1.432
255,1,Café caturra,Coffea arabica L. cv. Caturra,1.21,5.96,3.13,1.99,3.11,2.961,1.48
256,1,Café caturra,Coffea arabica L. cv. Caturra,2.36,11.3,4.82,2.02,3.205,7.217,3.608
257,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,11.12,8.32,2.08,3.398,22.261,11.13
258,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,9.18,3.96,1.75,2.405,4.811,2.405
259,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,9.2,6.75,1.78,2.488,14.459,7.229
260,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,9.66,4.51,1.98,3.079,6.291,3.146
261,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,6.23,3.08,1.72,2.324,2.864,1.432
262,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,11.4,4.69,1.73,2.351,6.821,3.41
263,1,Café caturra,Coffea arabica L. cv. Caturra,1.53,7.93,5.93,1.68,2.217,11.068,5.534
264,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,7.68,5.68,1.72,2.324,10.126,5.063
