no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
1284,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.26,8.78,8.64,1.73,2.351,24.063,12.032
1285,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.82,10.46,4.56,1.71,2.297,6.436,3.218
1286,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.31,5.75,5.58,1.89,2.806,9.762,4.881
1287,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.03,10.33,8.24,2.02,3.205,21.821,10.911
1288,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,8.79,8.05,1.8,2.545,20.796,10.398
1289,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.16,11.74,4.12,2,3.142,5.22,2.61
1290,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.17,7.39,7.82,1.99,3.11,19.588,9.794
1291,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.26,9.43,5.75,1.76,2.433,10.386,5.193
1292,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,11.52,5.9,1.98,3.079,10.953,5.476
1293,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.72,5.72,3.8,1.99,3.11,4.418,2.209
1294,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.9,11.56,3.48,1.8,2.545,3.685,1.842
1295,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.04,9.82,7.37,1.9,2.835,17.333,8.667
1296,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,5.47,5.98,1.89,2.806,11.261,5.631
1297,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.29,7.11,5.62,1.93,2.926,9.907,4.953
1298,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.07,9.96,7.38,2.1,3.464,17.382,8.691
1299,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,5.47,7.59,1.86,2.717,18.418,9.209
1300,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.45,9.08,3.95,1.69,2.243,4.786,2.393
1301,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.48,7.42,6.66,1.93,2.926,14.064,7.032
1302,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,9.35,3.81,2,3.142,4.442,2.221
1303,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.12,5.32,7.51,2.09,3.431,18.02,9.01
1304,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.12,11.1,6.94,1.75,2.405,15.311,7.656
1305,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,11.81,8.74,1.67,2.19,24.642,12.321
1306,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.79,11.78,8,1.82,2.602,20.53,10.265
1307,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.76,10.25,3.34,2.02,3.205,3.385,1.693
1308,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,5.91,4.69,2.06,3.333,6.821,3.41
1309,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.35,10.31,4.57,1.82,2.602,6.465,3.233
1310,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.06,5.17,4.48,2.06,3.333,6.205,3.103
1311,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.56,5.15,8.44,2.06,3.333,22.928,11.464
1312,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.94,7.27,4.5,1.94,2.956,6.263,3.131
1313,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.41,8.42,4.63,1.82,2.602,6.642,3.321
1314,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,10.39,7.56,1.91,2.865,18.268,9.134
1315,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.09,9.78,5.7,1.95,2.986,10.2,5.1
1316,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.06,8.12,7.66,2.03,3.237,18.77,9.385
1317,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.11,6.92,3.39,1.77,2.461,3.491,1.745
1318,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.02,11.98,5.93,1.84,2.659,11.068,5.534
1319,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.52,7.98,3.2,1.75,2.405,3.099,1.55
1320,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,8.16,3.38,2,3.142,3.47,1.735
1321,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.24,6.15,8.44,1.87,2.746,22.928,11.464
1322,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,10.56,3.84,1.95,2.986,4.515,2.257
1323,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.79,9.86,6.19,1.71,2.297,12.092,6.046
1324,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.08,6.55,5.47,1.68,2.217,9.369,4.685
1325,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.9,5.58,5.08,1.68,2.217,8.043,4.021
1326,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.6,9.76,8.4,2.1,3.464,22.704,11.352
1327,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.39,9.58,3.13,1.82,2.602,2.961,1.48
1328,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.18,6.91,6.98,1.93,2.926,15.494,7.747
1329,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.36,11.66,8.78,1.71,2.297,24.875,12.437
1330,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.42,6.06,6.36,1.87,2.746,12.788,6.394
1331,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,8.03,8.62,1.89,2.806,23.949,11.974
1332,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.12,11.61,3.31,2.07,3.365,3.323,1.661
1333,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.28,7.94,5.51,1.81,2.573,9.511,4.756
1334,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.4,9.47,4.56,2.07,3.365,6.436,3.218
1335,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.75,7.78,7.38,1.75,2.405,17.382,8.691
1336,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.3,6.92,8.89,1.94,2.956,25.522,12.761
1337,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.48,11.89,4.54,1.85,2.688,6.378,3.189
1338,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.36,7.87,6.93,1.86,2.717,15.266,7.633
1339,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,11.26,4.19,2.04,3.269,5.405,2.703
1340,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.71,6.61,6.39,1.81,2.573,12.913,6.456
1341,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.56,6.49,5.78,1.78,2.488,10.498,5.249
1342,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,5.22,8.83,2.01,3.173,25.168,12.584
1343,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.68,9.56,6.65,1.91,2.865,14.02,7.01
1344,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,7.58,5.1,1.94,2.956,8.108,4.054
1345,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.95,11.05,3.68,1.91,2.865,4.135,2.068
1346,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,8.31,3.91,1.81,2.573,4.686,2.343
1347,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.19,11.78,4.35,1.76,2.433,5.84,2.92
1348,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,6.3,4.51,1.83,2.63,6.291,3.146
1349,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.43,11.08,8.1,2.07,3.365,21.063,10.531
1350,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.16,10.44,6.37,1.97,3.048,12.829,6.415
1351,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.73,10.4,6.14,2.07,3.365,11.892,5.946
1352,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,10.91,3.69,1.84,2.659,4.158,2.079
1353,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.42,10.33,8.16,1.8,2.545,21.386,10.693
1354,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.24,9.38,7.34,1.7,2.27,17.188,8.594
1355,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.8,5.92,3.41,1.76,2.433,3.533,1.767
1356,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.53,5.23,7.25,1.92,2.895,16.756,8.378
1357,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.06,11.45,6.26,1.76,2.433,12.376,6.188
1358,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.43,9.32,3.49,2,3.142,3.707,1.853
1359,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.4,10.58,5.75,1.71,2.297,10.386,5.193
1360,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.67,8.37,5.91,1.74,2.378,10.991,5.495
1361,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.12,5.82,3.99,1.97,3.048,4.886,2.443
1362,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.4,5.88,8.67,1.75,2.405,24.236,12.118
1363,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.17,9.8,8.1,2.04,3.269,21.063,10.531
1364,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.18,8.01,7.01,1.73,2.351,15.631,7.816
1365,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.17,6.4,5.77,2.07,3.365,10.46,5.23
1366,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,8.44,5.47,1.81,2.573,9.369,4.685
1367,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.2,5.45,6.91,1.88,2.776,15.175,7.587
1368,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.35,9.07,6.27,1.84,2.659,12.417,6.209
1369,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,6.88,3.37,2.02,3.205,3.448,1.724
1370,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.71,10.58,6.08,1.68,2.217,11.653,5.827
1371,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.2,7.17,7.84,2.09,3.431,19.692,9.846
1372,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.04,8.19,5.76,1.93,2.926,10.423,5.211
1373,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,5.08,3.31,1.67,2.19,3.323,1.661
1374,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.99,5.51,7.72,1.85,2.688,19.075,9.537
1375,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,7.75,4.21,1.87,2.746,5.458,2.729
1376,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.29,8.36,4.55,1.67,2.19,6.407,3.204
1377,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,9.2,3.99,1.84,2.659,4.886,2.443
1378,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.66,7.04,4.98,1.87,2.746,7.72,3.86
1379,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.61,9.86,7.54,2.06,3.333,18.168,9.084
1380,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2,11.02,6.12,2.03,3.237,11.812,5.906
1381,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.4,10.46,4.23,2.1,3.464,5.512,2.756
1382,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,5.28,8.27,2.02,3.205,21.985,10.993
1383,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,8.36,8.28,1.72,2.324,22.04,11.02
1384,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.3,5.73,8.22,1.87,2.746,21.712,10.856
1385,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,6.69,4.43,1.99,3.11,6.063,3.032
1386,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.06,11.91,5.71,1.77,2.461,10.237,5.119
1387,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.54,6,8.91,1.84,2.659,25.641,12.82
1388,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.36,8.49,7.63,1.7,2.27,18.619,9.309
1389,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.24,9.33,3.16,1.87,2.746,3.02,1.51
1390,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.5,9.92,3.39,1.78,2.488,3.491,1.745
1391,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.27,8.92,5.78,1.68,2.217,10.498,5.249
1392,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,5.07,8.46,2.07,3.365,23.04,11.52
1393,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.35,7.29,6.23,1.95,2.986,12.254,6.127
1394,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.21,8.62,5.99,1.96,3.017,11.3,5.65
1395,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,5.62,3.63,1.82,2.602,4.02,2.01
1396,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.52,7.45,6.94,1.91,2.865,15.311,7.656
1397,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.58,5.23,7.93,1.71,2.297,20.161,10.08
1398,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.62,5.55,5.28,1.96,3.017,8.71,4.355
1399,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,7.78,7.65,1.85,2.688,18.72,9.36
1400,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.96,5.93,8.79,1.8,2.545,24.933,12.467
1401,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,8.97,4.22,1.72,2.324,5.485,2.743
1402,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.68,9.83,6.14,1.84,2.659,11.892,5.946
1403,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.66,10.6,4.72,2.01,3.173,6.911,3.455
1404,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.92,6.4,7.76,1.91,2.865,19.279,9.64
1405,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.14,6.17,6.47,1.68,2.217,13.248,6.624
1406,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.21,5.73,6.81,1.82,2.602,14.725,7.363
1407,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.99,9.46,7.79,1.67,2.19,19.433,9.717
1408,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.19,9.95,5.38,2,3.142,9.054,4.527
1409,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.4,5.22,8.49,1.9,2.835,23.209,11.605
1410,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.39,11.55,6.2,2.02,3.205,12.133,6.066
1411,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,5.36,3.95,1.72,2.324,4.786,2.393
1412,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.11,8.79,7.18,1.97,3.048,16.424,8.212
1413,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.78,9.96,7.76,2.04,3.269,19.279,9.64
1414,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.99,11.1,4.9,1.89,2.806,7.466,3.733
1415,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2,10,8.14,1.8,2.545,21.278,10.639
1416,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.34,10.61,8.44,1.99,3.11,22.928,11.464
1417,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.55,7.38,4.66,1.82,2.602,6.731,3.365
1418,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.72,10.7,8.9,1.72,2.324,25.582,12.791
1419,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.75,5.56,3.84,2.01,3.173,4.515,2.257
1420,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.37,11.26,4.21,1.68,2.217,5.458,2.729
1421,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.82,8.83,4.11,1.68,2.217,5.194,2.597
1422,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,10.72,8.36,2.07,3.365,22.482,11.241
1423,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.15,8.17,6.93,1.86,2.717,15.266,7.633
1424,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.22,9.51,3.91,1.85,2.688,4.686,2.343
1425,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2,8.68,5.64,2.07,3.365,9.98,4.99
1426,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.19,10.12,6.69,2.03,3.237,14.195,7.097
1427,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.97,5.57,3.5,1.69,2.243,3.729,1.864
1428,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,5.42,8.29,1.79,2.517,22.095,11.048
1429,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,6.73,7.82,1.8,2.545,19.588,9.794
1430,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.11,6.12,6.03,1.99,3.11,11.456,5.728
1431,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.29,11.1,8.8,1.8,2.545,24.992,12.496
1432,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.54,6.53,5.51,2.05,3.301,9.511,4.756
1433,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.23,11.83,8.9,1.86,2.717,25.582,12.791
1434,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.03,7.36,7.01,1.94,2.956,15.631,7.816
1435,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.38,6.27,6.81,1.74,2.378,14.725,7.363
1436,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,10.53,4,1.89,2.806,4.911,2.456
1437,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,9.61,8.29,1.8,2.545,22.095,11.048
1438,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.46,8.49,5.56,2.07,3.365,9.69,4.845
1439,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.97,8.89,3.97,1.69,2.243,4.836,2.418
1440,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.54,10.03,3.08,1.76,2.433,2.864,1.432
1441,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.45,6.6,6.36,2.02,3.205,12.788,6.394
1442,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,11.97,6.16,2,3.142,11.972,5.986
1443,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.9,11.82,7.32,1.75,2.405,17.091,8.546
1444,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,9.55,8.34,1.93,2.926,22.371,11.186
1445,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.63,6.4,3.48,1.98,3.079,3.685,1.842
1446,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.05,9.76,7.39,1.95,2.986,17.43,8.715
1447,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.36,5.51,4.12,1.92,2.895,5.22,2.61
1448,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.97,5.21,8.15,1.68,2.217,21.332,10.666
1449,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.86,6.8,7.91,1.81,2.573,20.056,10.028
1450,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.28,8.24,6.24,1.85,2.688,12.295,6.147
1451,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.4,11.08,7.26,1.7,2.27,16.804,8.402
1452,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.81,10.09,4.89,1.74,2.378,7.434,3.717
1453,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.43,10.2,5.83,1.7,2.27,10.686,5.343
1454,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.29,7.98,7.93,1.76,2.433,20.161,10.08
1455,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,7.42,5.76,1.84,2.659,10.423,5.211
1456,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.33,7.6,5.15,2.09,3.431,8.273,4.137
1457,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.47,11.91,5.97,1.82,2.602,11.222,5.611
1458,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.99,5.28,7.97,1.97,3.048,20.371,10.186
1459,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,11.07,5.01,1.77,2.461,7.816,3.908
1460,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,9.05,4.04,1.95,2.986,5.013,2.507
1461,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.07,8.07,7.27,1.83,2.63,16.851,8.426
1462,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.11,10.08,7.96,2.08,3.398,20.319,10.159
1463,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.32,8.41,3.6,1.76,2.433,3.952,1.976
1464,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,11.11,4.44,1.8,2.545,6.092,3.046
1465,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,11.3,3.85,1.83,2.63,4.539,2.269
1466,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.21,7.95,5.09,2.05,3.301,8.076,4.038
1467,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.73,6.94,5.7,1.71,2.297,10.2,5.1
1468,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,9.15,7.49,1.82,2.602,17.921,8.96
1469,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.15,11.39,6.91,2.09,3.431,15.175,7.587
1470,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,6.47,6.73,1.91,2.865,14.37,7.185
1471,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.38,9.36,5.11,1.9,2.835,8.141,4.071
1472,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,9.42,8.05,1.84,2.659,20.796,10.398
1473,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.91,10.13,5.83,1.71,2.297,10.686,5.343
1474,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.34,5.92,8.87,1.87,2.746,25.404,12.702
1475,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,10.01,6.8,1.9,2.835,14.681,7.34
1476,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.25,11.36,3.76,1.99,3.11,4.323,2.161
1477,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.32,6.26,7.06,2.08,3.398,15.862,7.931
1478,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,6.66,4.95,2.03,3.237,7.624,3.812
1479,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.68,11.8,7.12,1.77,2.461,16.142,8.071
1480,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.8,6.27,3.42,1.81,2.573,3.555,1.777
1481,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.39,10.98,4.05,1.93,2.926,5.039,2.519
1482,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,8.45,8.13,1.73,2.351,21.224,10.612
1483,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,6.73,4.36,1.99,3.11,5.867,2.934
1484,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.91,11.1,8.02,2.07,3.365,20.636,10.318
1485,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.05,8.12,4.68,1.68,2.217,6.791,3.395
1486,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.17,8.6,6.86,1.98,3.079,14.949,7.475
1487,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,7.51,7.16,1.99,3.11,16.33,8.165
1488,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,9.15,6.08,2.07,3.365,11.653,5.827
1489,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,6.14,4.83,1.94,2.956,7.247,3.624
1490,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.57,7.74,4.28,2,3.142,5.647,2.824
1491,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.13,11.79,3.2,1.77,2.461,3.099,1.55
1492,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.91,6.81,4.82,2.1,3.464,7.217,3.608
1493,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.21,9.6,6.92,1.7,2.27,15.22,7.61
1494,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.58,7.28,8.63,1.99,3.11,24.006,12.003
1495,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.13,10.41,8.23,1.94,2.956,21.766,10.883
1496,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.47,5.92,7.6,1.81,2.573,18.468,9.234
1497,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.66,11.79,7.73,1.78,2.488,19.126,9.563
1498,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.41,8.18,6.99,1.7,2.27,15.54,7.77
1499,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,6.65,4.56,2.1,3.464,6.436,3.218
1500,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,5.51,8.44,1.79,2.517,22.928,11.464
1501,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.11,6.19,7.02,1.68,2.217,15.678,7.839
1502,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.35,8.64,6.36,1.78,2.488,12.788,6.394
1503,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.14,7.36,3.67,1.93,2.926,4.112,2.056
1504,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.62,10.8,5.68,1.85,2.688,10.126,5.063
1505,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,8.02,5.76,1.94,2.956,10.423,5.211
1506,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.25,6.74,8.19,1.9,2.835,21.549,10.774
1507,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.13,9.32,6.28,1.9,2.835,12.458,6.229
1508,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.32,9.95,5.28,1.94,2.956,8.71,4.355
